review,rating,date,bank,source
hey cbe. we love to use Commercial Bank of Ethiopia but we can't transfer money to international by using the CBE app by using SWIFT,1,2024-05-01,CBE,Google Play
Not working,1,2024-04-30,CBE,Google Play
"Terrible application. every time when I have transactions, say an error while the transaction is already done, doesn't show the recent updates balances and transaction.",1,2024-04-30,CBE,Google Play
I'm satisfied with this app.❤❤,5,2024-04-30,CBE,Google Play
good service,5,2024-04-30,CBE,Google Play
Google sesetm,5,2024-04-29,CBE,Google Play
Excellent app,5,2024-04-29,CBE,Google Play
Its better app,5,2024-04-29,CBE,Google Play
Great service,5,2024-04-29,CBE,Google Play
"- It is best application , but you have to integret the tele- birr service to any mobile service number by titening the security tunnels rather than own mobile service number only",3,2024-04-29,CBE,Google Play
It's best and easy to use I like how it works,5,2024-04-28,CBE,Google Play
It's easy to use and safe,4,2024-04-28,CBE,Google Play
wow serane yakelale,5,2024-04-27,CBE,Google Play
ንግጽ ባንድ በጣም ጥሩ አስተማማኝ ነው,5,2024-04-27,CBE,Google Play
It is not that hard to list the number of transactions in their order,1,2024-04-27,CBE,Google Play
It's very nice app,3,2024-04-26,CBE,Google Play
Very poor application it doesn't work in all smart phones☺️☺️☺️,1,2024-04-26,CBE,Google Play
Not work properly.,1,2024-04-26,CBE,Google Play
It's the best mobile banking application ever!,4,2024-04-26,CBE,Google Play
To be honest It's a great app,5,2024-04-25,CBE,Google Play
best Ethiopian bank,5,2024-04-25,CBE,Google Play
Really thank for your service,5,2024-04-25,CBE,Google Play
"I like this app very much, commercial bank of Ethiopia became one of the banks that I Can Always Rely on.",5,2024-04-25,CBE,Google Play
Amusing app,5,2024-04-24,CBE,Google Play
Andegna new,3,2024-04-24,CBE,Google Play
I am interested,5,2024-04-24,CBE,Google Play
I am happy using this app,5,2024-04-24,CBE,Google Play
"Bad App and Bad institution It Can not show a transaction list Correctly It shows a very Messed up Transaction position Before Leaving the Country i beg them Please, I am going to leave the country, please make internet banking active for me, but they told me that the application will work anywhere, And Now it did not work after I left the country, it made me unable to move my money.",1,2024-04-23,CBE,Google Play
ቯጨጨየኘቨሀሀ!ሐኘረd,1,2024-04-23,CBE,Google Play
"I am unable to use mobile banking for around a month. It says ""None available"" when I try to transfer or buy airtime.",1,2024-04-22,CBE,Google Play
It don't work The application is Doesn't work,4,2024-04-22,CBE,Google Play
Stupid thief app,1,2024-04-22,CBE,Google Play
It's good app but one thing shoukd be add on history sort by option,5,2024-04-21,CBE,Google Play
Best app except ballance update is slow,4,2024-04-21,CBE,Google Play
good at using CBE to family and friends and consider it as the fastest and trusted Bank,5,2024-04-21,CBE,Google Play
"Worest apk even it doesn't show recent transactions, resending issues. The account will be reduced without showing the money I sent.",1,2024-04-21,CBE,Google Play
best app i hope the transaction list be recorded more than 5 months,5,2024-04-21,CBE,Google Play
Thank you ok,5,2024-04-21,CBE,Google Play
v.good app !,4,2024-04-20,CBE,Google Play
One of the fastest mobile banking app in Ethiopia thank you CBE 🙏,5,2024-04-20,CBE,Google Play
Wow this Mobllie banking transfer app is amazing and easy to access and use for the mobile credit transaction keep going!!!,1,2024-04-20,CBE,Google Play
Its good But if its give as our profile its more interesting,5,2024-04-20,CBE,Google Play
በጣም ምርጥ app እና በጣም ቀልጣፋ system አለው ብዙ ስራዎቼን አቅልሎኛል ጊዜዬን እንድጠቀም የምፈልገውን እቃ ካለሁበት ቦታ ሆኜ እንድገዛ እረድቶኛል,4,2024-04-20,CBE,Google Play
Nice.....it is providing services exceptionally quickly. thanks 👂,4,2024-04-20,CBE,Google Play
Very nice work,3,2024-04-19,CBE,Google Play
"When I tray to open the app it says ""The device is Rooted"" haw can i solve it?",1,2024-04-18,CBE,Google Play
fast and short step app.,5,2024-04-18,CBE,Google Play
Best option,5,2024-04-18,CBE,Google Play
God jab CBE,5,2024-04-17,CBE,Google Play
The bank workers is the wrost ever but the app is best i aporeciate the developers,5,2024-04-16,CBE,Google Play
grow business,5,2024-04-15,CBE,Google Play
"It's very bad. It deserves 0 stars. It doesn't show some transactions,it misplace transactions,it misplace dates,it shows nonsense errors and so more. I just rate it to 2 stars for helping me a lot.",2,2024-04-14,CBE,Google Play
It is good but not fast,1,2024-04-14,CBE,Google Play
"That's good,but it deserves security l.",4,2024-04-14,CBE,Google Play
Nice app I like it too,5,2024-04-14,CBE,Google Play
Am happy for this application,5,2024-04-13,CBE,Google Play
One of the most useless app in the country. Doesn't work almost 99 percent of the time.,1,2024-04-13,CBE,Google Play
It is hard to open,1,2024-04-13,CBE,Google Play
an amazing app fast and secure,5,2024-04-13,CBE,Google Play
Of LLC do my go of,5,2024-04-13,CBE,Google Play
"It is more secure and reliable app, I recommend for every customer",5,2024-04-13,CBE,Google Play
It is a very convenient app to use.,4,2024-04-13,CBE,Google Play
Worriest ever app i have faced,1,2024-04-13,CBE,Google Play
But today it's not working,5,2024-04-13,CBE,Google Play
እንዲህ አይነት ቀላል፣ ያማረ እና ለአጠቃቀም ምቹ መሆኑ እንድንወደው አድርጎናል።,4,2024-04-12,CBE,Google Play
Poor application most times it says error while sending then it actually sent money so u have to double check if its an error or it sent cash. recent transaction don't update as fast sometimes it even misplaces date and bring forth a transaction done a day or 2 back at the top.the only thing remotely good is the UI interface,1,2024-04-12,CBE,Google Play
Thief institution,1,2024-04-11,CBE,Google Play
Shifee diquuallm,5,2024-04-11,CBE,Google Play
"Why are we unable to transfer more than 10,000 to another bank?",4,2024-04-11,CBE,Google Play
Not compatible,1,2024-04-11,CBE,Google Play
My favorite app,5,2024-04-11,CBE,Google Play
it is good app,5,2024-04-11,CBE,Google Play
Fantastic app,2,2024-04-10,CBE,Google Play
Nice service,5,2024-04-10,CBE,Google Play
Diroo Abaraa Fataee,5,2024-04-10,CBE,Google Play
ገንዘብ በላኩኝ ቁጥር 10 ብር ይቆርጣል። Even ከ 10 ብር በታች ልኬ 10 ብር ይቆረጣል። ይህ ደሞ ህጋዊ አሰራር አይመስለኝምና የባንክ አገልግሎትም እንድቀይር እያስገደደኝ ነው። ይሄንን ጎጂ ተግባር ብታቆሙ የተሻለ ነው።,1,2024-04-10,CBE,Google Play
Haqii lgiishiina,5,2024-04-09,CBE,Google Play
"It's good, but not too much",3,2024-04-09,CBE,Google Play
this app really helped me a lot,5,2024-04-09,CBE,Google Play
it's very good app,5,2024-04-08,CBE,Google Play
Very nice app and simple,5,2024-04-08,CBE,Google Play
Mensru behru,5,2024-04-08,CBE,Google Play
Smoth and fast,3,2024-04-07,CBE,Google Play
dange.zeleke,5,2024-04-07,CBE,Google Play
Very nice application. Well updated!!!!,5,2024-04-07,CBE,Google Play
Im very interesting in this app,5,2024-04-06,CBE,Google Play
is My account so please help me Please please,5,2024-04-06,CBE,Google Play
The best experience ever I have seen. Keep it up.,5,2024-04-06,CBE,Google Play
Same what nework problems,5,2024-04-06,CBE,Google Play
Its good but it dosnt show updated statment,3,2024-04-05,CBE,Google Play
"please include transfer to its own telebirr Merchant account for the trader. We cannot transfer money from our CBE account to our telebirr Merchant account, all transfer from our account considered as payment.",4,2024-04-05,CBE,Google Play
Excellent easy to interact swift time saving. I really enjoy using this app didn't really expect it to be so W⁰ºo0W,5,2024-04-05,CBE,Google Play
Not active as needed,1,2024-04-05,CBE,Google Play
Include Fayda National ID payment,5,2024-04-04,CBE,Google Play
It is easy and simple to use it.,5,2024-04-04,CBE,Google Play
Excellence and facilitant spp,5,2024-04-04,CBE,Google Play
CBE is the best bank in the country,5,2024-04-03,CBE,Google Play
I am happy with the application.,5,2024-04-03,CBE,Google Play
One of the best apps,5,2024-04-03,CBE,Google Play
Recently it is not performing well after the system modification works,4,2024-04-02,CBE,Google Play
Umar tamama,1,2024-04-01,CBE,Google Play
"If you make 2 transfers with the same amount, it will ask to verify, but no option to do so.",3,2024-04-01,CBE,Google Play
CBE is the best money transaction app ever that I have seen in Ethiopia,5,2024-04-01,CBE,Google Play
"Easy to use ,clear and pricise, fast confortable for all customers. Kip it up cbe",5,2024-03-31,CBE,Google Play
ምንም ነገር እየሰራልን አይደለም ችግራችሁ ከመሰለፍ ገላገለን ብለን ሳንጨርስ ሊሰራልን አልቻለም እባካችሁን ሲስተማችሁን አስተካክሉልን,3,2024-03-31,CBE,Google Play
"This app is smart app for me. For making it more the best, I suggest that it is good if the transactions list were up to 2 or 3 months or even more.",5,2024-03-30,CBE,Google Play
This app is very halpful,5,2024-03-30,CBE,Google Play
Very good 👍,4,2024-03-30,CBE,Google Play
I'm excited you,5,2024-03-30,CBE,Google Play
Birr selala bederegn nw,4,2024-03-30,CBE,Google Play
"Always says INACTIVE, sometimes doesn't sync, other times says go to the nearest branch and when I go they take forever. How come I am not allowed to see all transactions?Mobile banking is for saving time and efficiency. Non is takingplace. Why should I be forced to use my account everyday? I should be able to use it whenever.",1,2024-03-30,CBE,Google Play
👉it can not download the receipt when we transferred what is the reason? please we need the receipt so that come on to solution!,1,2024-03-30,CBE,Google Play
Fast and secure,5,2024-03-30,CBE,Google Play
Wow easy and fast platform,5,2024-03-29,CBE,Google Play
Very very good,5,2024-03-29,CBE,Google Play
INDIVIGUALL TELEBIRR ACCOUNT IS NOT AVAILAVLE WHY,2,2024-03-28,CBE,Google Play
"Nice app. But i know woman who got robbed her phone and they tranfered all money that she got because they got her password from her phone. Please do not save the password localy in the phone. Make a post request to validate the password or use oauth methods. That is much safer you can look at apps like paypal,payooneer ...",3,2024-03-26,CBE,Google Play
Useless hackable bank!,1,2024-03-26,CBE,Google Play
it doesn't generate financial statements. it is good to allow us to generate our transaction in PDF file,2,2024-03-26,CBE,Google Play
Very nice app thanks for the create,5,2024-03-26,CBE,Google Play
Totally dissatisfied,1,2024-03-25,CBE,Google Play
Please help me to use cbe android on this device.,5,2024-03-25,CBE,Google Play
"The password should be stronger, including letters, numbers, and special characters.",1,2024-03-24,CBE,Google Play
Easy way to use,5,2024-03-23,CBE,Google Play
"1- Always mixes up sequence of transaction history and also takea very long to update those 2- doesnt generate the reciept page when you transfer to other banks, mostly displays an error image. 3- struggles to work in places with 2G connection. Generally its a good app since the USSD is a nightmare we will be ok with this.",2,2024-03-23,CBE,Google Play
"𝚙𝚎𝚘𝚙𝚕𝚎 𝚌𝚊𝚗 𝚎𝚊𝚜𝚕𝚢 𝚊𝚌𝚝𝚒𝚟𝚊𝚝𝚎 𝚝𝚑𝚎𝚒𝚛 𝚌𝚞𝚛𝚛𝚎𝚗𝚌𝚒𝚎𝚜,𝚊𝚗𝚍 𝚖𝚘𝚜𝚝 𝚘𝚏 𝚝𝚑𝚎 𝚜𝚢𝚜𝚝𝚎𝚖𝚜 𝚜𝚖𝚘𝚘𝚝𝚑𝚕𝚢 𝚒𝚗𝚝𝚎𝚛 𝚊𝚌𝚝 𝚋𝚢 𝚊𝚌𝚌𝚘𝚞𝚗𝚝𝚜 𝚝𝚑𝚊𝚝 𝚏𝚘𝚠𝚗𝚍 𝚒𝚗 𝚝𝚑𝚎 𝚍𝚎𝚟𝚒𝚌𝚎 𝚊𝚜 𝚌𝚞𝚜𝚝𝚘𝚖𝚎𝚛𝚜 𝚗𝚎𝚎𝚍𝚎𝚍.",5,2024-03-22,CBE,Google Play
Very nice app,5,2024-03-22,CBE,Google Play
Good to have this app on my phone.,5,2024-03-21,CBE,Google Play
The best app,5,2024-03-20,CBE,Google Play
Open mobile banking,5,2024-03-20,CBE,Google Play
It stacked and not opened,1,2024-03-20,CBE,Google Play
Betam michu kelal nw,5,2024-03-20,CBE,Google Play
Need better Work on system,5,2024-03-20,CBE,Google Play
It's a very interesting app to have a safe money transaction. Appreciate it,4,2024-03-19,CBE,Google Play
it is so use full!!,5,2024-03-18,CBE,Google Play
This app is verry interesting app ever almost add free and when comparing with other compitant banks app this app more great it work on less data best RTOS👌👌👌,5,2024-03-18,CBE,Google Play
Best solution for easy life !,4,2024-03-18,CBE,Google Play
Dowelled frome Google appe stor,4,2024-03-18,CBE,Google Play
Nice app i like it,5,2024-03-18,CBE,Google Play
It doesn't work smoothly,1,2024-03-18,CBE,Google Play
This good app,5,2024-03-17,CBE,Google Play
easy and excellent app,5,2024-03-17,CBE,Google Play
Beter than all others I have account with commercial bank of Ethiopia this chance is a higher profile gift to up grading the livelihood of the poor ones as well as the government revenue,4,2024-03-17,CBE,Google Play
The security is very weak and cyber attacks will always happen. Adjust the security,1,2024-03-16,CBE,Google Play
Amazing apps are Ethiopian bank,5,2024-03-16,CBE,Google Play
Betam harif app new,5,2024-03-16,CBE,Google Play
Amazing system,5,2024-03-16,CBE,Google Play
Commercial bank of Ethiopia experiances their best service to the customer handling and excellent offer they give and relialble bank that best describes them,5,2024-03-16,CBE,Google Play
always network error why ....,1,2024-03-16,CBE,Google Play
Always crush its stupid app,1,2024-03-16,CBE,Google Play
Add pagination instead of loading all txns at once. Simple,4,2024-03-16,CBE,Google Play
It is a very good facility,5,2024-03-15,CBE,Google Play
